Velocity,Substrate,Depth,Velocity_full,Depth_full,Velocity_25,Velocity_75,Velocity_25_Suit_Used,Velocity_25_UnSuit_Avail,Velocity_25_UnSuit_Used,Velocity_25_Suit_Avail,t_stat_50_Velocity,p_50_Velocity,Substrate_25,Substrate_75,Substrate_25_Suit_Used,Substrate_25_UnSuit_Avail,Substrate_25_UnSuit_Used,Substrate_25_Suit_Avail,t_stat_50_Substrate,p_50_Substrate,Depth_25,Depth_75,Depth_25_Suit_Used,Depth_25_UnSuit_Avail,Depth_25_UnSuit_Used,Depth_25_Suit_Avail,t_stat_50_Depth,p_50_Depth
0.2583023441074294,-0.006407307381571132,-0.4057390440621547,0.19536673960145134,-0.3515248053354657,0,0.065,11,21,4,146,-1.5187514435683631,0,2,5,9,76,6,68,0.9423852496838361,0,45,87,7,96,8,71,0.311244149864727,0
0.2063194162746604,-0.037204817758851094,-0.4057390440621547,0.13325781391824715,-0.37072942508895573,0,0.065,11,21,4,146,-1.5187514435683631,0,2,5,10,76,5,68,1.4336104769718463,0,45,87,7,96,8,71,0.311244149864727,0
0.2063194162746604,-0.15054297245353737,-0.25520372953954723,0.161814335451361,-0.20286181148871588,0,0.065,11,21,4,146,-1.5187514435683631,0,1.5,5,10,76,4,68,1.7294611345837803,1,45,93,7,91,8,76,0.08623293806289249,0
0.27400279200049144,-0.006407307381571132,-0.44230279808798473,0.20875106673342608,-0.38687566829773734,0,0.065,11,21,4,146,-1.5187514435683631,0,2,5,9,76,6,68,0.9423852496838361,0,45,79.5,7,106,8,61,0.7776043179066385,0
0.2583023441074294,-0.19351529154736796,-0.25520372953954723,0.2224061800853355,-0.17906955802310015,0,0.065,11,21,4,146,-1.5187514435683631,0,1,5,14,32,1,112,1.4137373160008186,0,45,93,7,91,8,76,0.08623293806289249,0
0.3103550776174685,-0.05043199771806077,-0.47420854420892894,0.24771906319574505,-0.40969763716716995,0.005,0.065,7,98,8,69,0.40241753686436244,0,3,5,10,78,4,66,1.8298658783057207,1,44,79.5,7,105,8,62,0.7295683121739163,0
0.3103550776174685,0.0550473238485674,-0.6541838516427737,0.2313948355458386,-0.615658615835051,0.005,0.065,7,98,8,69,0.40241753686436244,0,3,5,10,78,5,66,1.537228253665702,0,44,67,8,123,7,44,2.216180743041583,1
0.2583033750424574,-0.16180176074509559,-0.45721828167840045,0.18804163612588837,-0.40938051882836424,0.005,0.065,7,98,8,69,0.40241753686436244,0,2,5,11,76,4,68,1.9248294351527306,1,44,87,7,95,8,72,0.26594368215528474,0
0.23330301511274984,-0.15054297245353737,-0.3065309667528301,0.18290920855365017,-0.249469569493217,0,0.065,11,21,4,146,-1.5187514435683631,0,1.5,5,10,76,4,68,1.7294611345837803,1,45,93,7,91,8,76,0.08623293806289249,0
0.2583023441074294,-0.19351529154736796,-0.25520372953954723,0.2224061800853355,-0.17906955802310015,0,0.065,11,21,4,146,-1.5187514435683631,0,1,5,14,32,1,112,1.4137373160008186,0,45,93,7,91,8,76,0.08623293806289249,0
0.27400279200049144,-0.11695310729761366,-0.28812846290706223,0.23402143338321088,-0.20991897754148853,0,0.065,11,21,4,146,-1.5187514435683631,0,1.5,5,9,76,5,68,1.2194215061823916,0,45,93,7,91,8,76,0.08623293806289249,0
0.2063194162746604,-0.037204817758851094,-0.4057390440621547,0.13325781391824715,-0.37072942508895573,0,0.065,11,21,4,146,-1.5187514435683631,0,2,5,10,76,5,68,1.4336104769718463,0,45,87,7,96,8,71,0.311244149864727,0
0.22454394439265235,-0.2255473267523934,-0.28812846290706223,0.17625688354072766,-0.2323365173809299,0,0.065,11,21,4,146,-1.5187514435683631,0,1,5,15,32,0,112,2.0428480967650757,1,45,93,7,91,8,76,0.08623293806289249,0
0.2583033750424574,-0.08360050972854946,-0.45721828167840045,0.18804163612588837,-0.40938051882836424,0.005,0.065,7,98,8,69,0.40241753686436244,0,3,5,11,78,3,66,2.3395877734894728,1,44,87,7,95,8,72,0.26594368215528474,0
0.21555352695387514,-0.037204817758851094,-0.42572406448914774,0.14125004419879714,-0.3894459257828712,0,0.065,11,21,4,146,-1.5187514435683631,0,2,5,10,76,5,68,1.4336104769718463,0,45,87,7,96,8,71,0.311244149864727,0
0.25017266745799943,0.024330424797576036,-0.6107978234995002,0.16166089654480045,-0.5816638368147075,0.005,0.065,7,98,8,69,0.40241753686436244,0,3,5,11,78,4,66,2.0281769504065172,1,44,74.5,7,112,8,55,1.0749884638704517,0
0.2583023441074294,-0.19351529154736796,-0.25520372953954723,0.2224061800853355,-0.17906955802310015,0,0.065,11,21,4,146,-1.5187514435683631,0,1,5,14,32,1,112,1.4137373160008186,0,45,93,7,91,8,76,0.08623293806289249,0
0.2583023441074294,-0.19351529154736796,-0.25520372953954723,0.2224061800853355,-0.17906955802310015,0,0.065,11,21,4,146,-1.5187514435683631,0,1,5,14,32,1,112,1.4137373160008186,0,45,93,7,91,8,76,0.08623293806289249,0
0.2583023441074294,-0.006407307381571132,-0.4057390440621547,0.19536673960145134,-0.3515248053354657,0,0.065,11,21,4,146,-1.5187514435683631,0,2,5,9,76,6,68,0.9423852496838361,0,45,87,7,96,8,71,0.311244149864727,0
0.23330301511274984,-0.037204817758851094,-0.46285680676091917,0.15729747414388698,-0.4242550762569291,0,0.065,11,21,4,146,-1.5187514435683631,0,2,5,10,76,5,68,1.4336104769718463,0,45,79.5,7,106,8,61,0.7776043179066385,0
0.3103550776174685,-0.13035773414998372,-0.47420854420892894,0.24771906319574505,-0.40969763716716995,0.005,0.065,7,98,8,69,0.40241753686436244,0,2,5,10,76,5,68,1.4336104769718463,0,44,79.5,7,105,8,62,0.7295683121739163,0
0.23330301511274984,-0.2255473267523934,-0.3065309667528301,0.18290920855365017,-0.249469569493217,0,0.065,11,21,4,146,-1.5187514435683631,0,1,5,15,32,0,112,2.0428480967650757,1,45,93,7,91,8,76,0.08623293806289249,0
0.27400279200049144,-0.006407307381571132,-0.44230279808798473,0.20875106673342608,-0.38687566829773734,0,0.065,11,21,4,146,-1.5187514435683631,0,2,5,9,76,6,68,0.9423852496838361,0,45,79.5,7,106,8,61,0.7776043179066385,0
0.2583023441074294,-0.19351529154736796,-0.25520372953954723,0.2224061800853355,-0.17906955802310015,0,0.065,11,21,4,146,-1.5187514435683631,0,1,5,14,32,1,112,1.4137373160008186,0,45,93,7,91,8,76,0.08623293806289249,0
0.22454394439265235,-0.15054297245353737,-0.28812846290706223,0.17625688354072766,-0.2323365173809299,0,0.065,11,21,4,146,-1.5187514435683631,0,1.5,5,10,76,4,68,1.7294611345837803,1,45,93,7,91,8,76,0.08623293806289249,0
0.27400279200049144,-0.006407307381571132,-0.44230279808798473,0.20875106673342608,-0.38687566829773734,0,0.065,11,21,4,146,-1.5187514435683631,0,2,5,9,76,6,68,0.9423852496838361,0,45,79.5,7,106,8,61,0.7776043179066385,0
0.2662441658874977,-0.08360050972854946,-0.47420854420892894,0.19532837824809496,-0.4256343037509509,0.005,0.065,7,98,8,69,0.40241753686436244,0,3,5,11,78,3,66,2.3395877734894728,1,44,79.5,7,105,8,62,0.7295683121739163,0
0.2583033750424574,0.024330424797576036,-0.6344562625827647,0.16969898347927964,-0.6056572140878274,0.005,0.065,7,98,8,69,0.40241753686436244,0,3,5,11,78,4,66,2.0281769504065172,1,44,74.5,7,112,8,55,1.0749884638704517,0
0.27400385052479814,-0.16180176074509559,-0.4952893598944425,0.20203344567873324,-0.44664852245681474,0.005,0.065,7,98,8,69,0.40241753686436244,0,2,5,11,76,4,68,1.9248294351527306,1,44,79.5,7,105,8,62,0.7295683121739163,0
0.25017266745799943,-0.08360050972854946,-0.43675302969429997,0.18114092258267125,-0.3894016928882012,0.005,0.065,7,98,8,69,0.40241753686436244,0,3,5,11,78,3,66,2.3395877734894728,1,44,87,7,95,8,72,0.26594368215528474,0
0.29627517105513707,-0.13035773414998372,-0.43675302969429997,0.2358625675677593,-0.37200207308858757,0.005,0.065,7,98,8,69,0.40241753686436244,0,2,5,10,76,5,68,1.4336104769718463,0,44,87,7,95,8,72,0.26594368215528474,0
0.2583023441074294,-0.19351529154736796,-0.25520372953954723,0.2224061800853355,-0.17906955802310015,0,0.065,11,21,4,146,-1.5187514435683631,0,1,5,14,32,1,112,1.4137373160008186,0,45,93,7,91,8,76,0.08623293806289249,0
0.2583033750424574,-0.08360050972854946,-0.45721828167840045,0.18804163612588837,-0.40938051882836424,0.005,0.065,7,98,8,69,0.40241753686436244,0,3,5,11,78,3,66,2.3395877734894728,1,44,87,7,95,8,72,0.26594368215528474,0
0.2063194162746604,-0.2255473267523934,-0.25520372953954723,0.161814335451361,-0.20286181148871588,0,0.065,11,21,4,146,-1.5187514435683631,0,1,5,15,32,0,112,2.0428480967650757,1,45,93,7,91,8,76,0.08623293806289249,0
0.27400385052479814,-0.16180176074509559,-0.4952893598944425,0.20203344567873324,-0.44664852245681474,0.005,0.065,7,98,8,69,0.40241753686436244,0,2,5,11,76,4,68,1.9248294351527306,1,44,79.5,7,105,8,62,0.7295683121739163,0
0.29627517105513707,-0.13035773414998372,-0.43675302969429997,0.2358625675677593,-0.37200207308858757,0.005,0.065,7,98,8,69,0.40241753686436244,0,2,5,10,76,5,68,1.4336104769718463,0,44,87,7,95,8,72,0.26594368215528474,0
0.21555352695387514,-0.15054297245353737,-0.273229664386001,0.1687738930274861,-0.21931023061494515,0,0.065,11,21,4,146,-1.5187514435683631,0,1.5,5,10,76,4,68,1.7294611345837803,1,45,93,7,91,8,76,0.08623293806289249,0
0.2662441658874977,-0.08360050972854946,-0.47420854420892894,0.19532837824809496,-0.4256343037509509,0.005,0.065,7,98,8,69,0.40241753686436244,0,3,5,11,78,3,66,2.3395877734894728,1,44,79.5,7,105,8,62,0.7295683121739163,0
0.2063194162746604,-0.15054297245353737,-0.25520372953954723,0.161814335451361,-0.20286181148871588,0,0.065,11,21,4,146,-1.5187514435683631,0,1.5,5,10,76,4,68,1.7294611345837803,1,45,93,7,91,8,76,0.08623293806289249,0
0.2063194162746604,-0.15054297245353737,-0.25520372953954723,0.161814335451361,-0.20286181148871588,0,0.065,11,21,4,146,-1.5187514435683631,0,1.5,5,10,76,4,68,1.7294611345837803,1,45,93,7,91,8,76,0.08623293806289249,0
0.27400279200049144,-0.006407307381571132,-0.44230279808798473,0.20875106673342608,-0.38687566829773734,0,0.065,11,21,4,146,-1.5187514435683631,0,2,5,9,76,6,68,0.9423852496838361,0,45,79.5,7,106,8,61,0.7776043179066385,0
0.27400385052479814,-0.08360050972854946,-0.4952893598944425,0.20203344567873324,-0.44664852245681474,0.005,0.065,7,98,8,69,0.40241753686436244,0,3,5,11,78,3,66,2.3395877734894728,1,44,79.5,7,105,8,62,0.7295683121739163,0
0.3103550776174685,-0.13035773414998372,-0.47420854420892894,0.24771906319574505,-0.40969763716716995,0.005,0.065,7,98,8,69,0.40241753686436244,0,2,5,10,76,5,68,1.4336104769718463,0,44,79.5,7,105,8,62,0.7295683121739163,0
0.2063194162746604,-0.037204817758851094,-0.4057390440621547,0.13325781391824715,-0.37072942508895573,0,0.065,11,21,4,146,-1.5187514435683631,0,2,5,10,76,5,68,1.4336104769718463,0,45,87,7,96,8,71,0.311244149864727,0
0.2662441658874977,0.024330424797576036,-0.6541838516427737,0.17796518050517807,-0.6255765792966609,0.005,0.065,7,98,8,69,0.40241753686436244,0,3,5,11,78,4,66,2.0281769504065172,1,44,67,8,123,7,44,2.216180743041583,1
0.2063194162746604,-0.2255473267523934,-0.25520372953954723,0.161814335451361,-0.20286181148871588,0,0.065,11,21,4,146,-1.5187514435683631,0,1,5,15,32,0,112,2.0428480967650757,1,45,93,7,91,8,76,0.08623293806289249,0
0.2583033750424574,-0.16180176074509559,-0.45721828167840045,0.18804163612588837,-0.40938051882836424,0.005,0.065,7,98,8,69,0.40241753686436244,0,2,5,11,76,4,68,1.9248294351527306,1,44,87,7,95,8,72,0.26594368215528474,0
0.2583023441074294,-0.19351529154736796,-0.25520372953954723,0.2224061800853355,-0.17906955802310015,0,0.065,11,21,4,146,-1.5187514435683631,0,1,5,14,32,1,112,1.4137373160008186,0,45,93,7,91,8,76,0.08623293806289249,0
0.23330301511274984,-0.037204817758851094,-0.46285680676091917,0.15729747414388698,-0.4242550762569291,0,0.065,11,21,4,146,-1.5187514435683631,0,2,5,10,76,5,68,1.4336104769718463,0,45,79.5,7,106,8,61,0.7776043179066385,0
0.27400279200049144,-0.11695310729761366,-0.28812846290706223,0.23402143338321088,-0.20991897754148853,0,0.065,11,21,4,146,-1.5187514435683631,0,1.5,5,9,76,5,68,1.2194215061823916,0,45,93,7,91,8,76,0.08623293806289249,0
0.27400279200049144,-0.11695310729761366,-0.28812846290706223,0.23402143338321088,-0.20991897754148853,0,0.065,11,21,4,146,-1.5187514435683631,0,1.5,5,9,76,5,68,1.2194215061823916,0,45,93,7,91,8,76,0.08623293806289249,0
0.22454394439265235,-0.2255473267523934,-0.28812846290706223,0.17625688354072766,-0.2323365173809299,0,0.065,11,21,4,146,-1.5187514435683631,0,1,5,15,32,0,112,2.0428480967650757,1,45,93,7,91,8,76,0.08623293806289249,0
0.23330301511274984,-0.2255473267523934,-0.3065309667528301,0.18290920855365017,-0.249469569493217,0,0.065,11,21,4,146,-1.5187514435683631,0,1,5,15,32,0,112,2.0428480967650757,1,45,93,7,91,8,76,0.08623293806289249,0
0.27400279200049144,-0.11695310729761366,-0.28812846290706223,0.23402143338321088,-0.20991897754148853,0,0.065,11,21,4,146,-1.5187514435683631,0,1.5,5,9,76,5,68,1.2194215061823916,0,45,93,7,91,8,76,0.08623293806289249,0
0.27400279200049144,-0.11695310729761366,-0.28812846290706223,0.23402143338321088,-0.20991897754148853,0,0.065,11,21,4,146,-1.5187514435683631,0,1.5,5,9,76,5,68,1.2194215061823916,0,45,93,7,91,8,76,0.08623293806289249,0
0.23330301511274984,-0.2255473267523934,-0.3065309667528301,0.18290920855365017,-0.249469569493217,0,0.065,11,21,4,146,-1.5187514435683631,0,1,5,15,32,0,112,2.0428480967650757,1,45,93,7,91,8,76,0.08623293806289249,0
0.29627517105513707,-0.05043199771806077,-0.43675302969429997,0.2358625675677593,-0.37200207308858757,0.005,0.065,7,98,8,69,0.40241753686436244,0,3,5,10,78,4,66,1.8298658783057207,1,44,87,7,95,8,72,0.26594368215528474,0
0.3103550776174685,0.0550473238485674,-0.6541838516427737,0.2313948355458386,-0.615658615835051,0.005,0.065,7,98,8,69,0.40241753686436244,0,3,5,10,78,5,66,1.537228253665702,0,44,67,8,123,7,44,2.216180743041583,1
0.2063194162746604,-0.037204817758851094,-0.4057390440621547,0.13325781391824715,-0.37072942508895573,0,0.065,11,21,4,146,-1.5187514435683631,0,2,5,10,76,5,68,1.4336104769718463,0,45,87,7,96,8,71,0.311244149864727,0
0.21555352695387514,-0.037204817758851094,-0.42572406448914774,0.14125004419879714,-0.3894459257828712,0,0.065,11,21,4,146,-1.5187514435683631,0,2,5,10,76,5,68,1.4336104769718463,0,45,87,7,96,8,71,0.311244149864727,0
0.22454394439265235,-0.037204817758851094,-0.44230279808798473,0.14962138448322984,-0.4045801799689764,0,0.065,11,21,4,146,-1.5187514435683631,0,2,5,10,76,5,68,1.4336104769718463,0,45,79.5,7,106,8,61,0.7776043179066385,0
0.3103550776174685,0.0550473238485674,-0.6541838516427737,0.2313948355458386,-0.615658615835051,0.005,0.065,7,98,8,69,0.40241753686436244,0,3,5,10,78,5,66,1.537228253665702,0,44,67,8,123,7,44,2.216180743041583,1
0.21555352695387514,-0.037204817758851094,-0.42572406448914774,0.14125004419879714,-0.3894459257828712,0,0.065,11,21,4,146,-1.5187514435683631,0,2,5,10,76,5,68,1.4336104769718463,0,45,87,7,96,8,71,0.311244149864727,0
0.27400279200049144,-0.19351529154736796,-0.28812846290706223,0.23402143338321088,-0.20991897754148853,0,0.065,11,21,4,146,-1.5187514435683631,0,1,5,14,32,1,112,1.4137373160008186,0,45,93,7,91,8,76,0.08623293806289249,0
0.27400279200049144,-0.19351529154736796,-0.28812846290706223,0.23402143338321088,-0.20991897754148853,0,0.065,11,21,4,146,-1.5187514435683631,0,1,5,14,32,1,112,1.4137373160008186,0,45,93,7,91,8,76,0.08623293806289249,0
0.27400279200049144,-0.19351529154736796,-0.28812846290706223,0.23402143338321088,-0.20991897754148853,0,0.065,11,21,4,146,-1.5187514435683631,0,1,5,14,32,1,112,1.4137373160008186,0,45,93,7,91,8,76,0.08623293806289249,0
0.2583023441074294,-0.006407307381571132,-0.4057390440621547,0.19536673960145134,-0.3515248053354657,0,0.065,11,21,4,146,-1.5187514435683631,0,2,5,9,76,6,68,0.9423852496838361,0,45,87,7,96,8,71,0.311244149864727,0
0.21555352695387514,-0.15054297245353737,-0.273229664386001,0.1687738930274861,-0.21931023061494515,0,0.065,11,21,4,146,-1.5187514435683631,0,1.5,5,10,76,4,68,1.7294611345837803,1,45,93,7,91,8,76,0.08623293806289249,0
0.25017266745799943,-0.08360050972854946,-0.43675302969429997,0.18114092258267125,-0.3894016928882012,0.005,0.065,7,98,8,69,0.40241753686436244,0,3,5,11,78,3,66,2.3395877734894728,1,44,87,7,95,8,72,0.26594368215528474,0
0.23330301511274984,-0.037204817758851094,-0.46285680676091917,0.15729747414388698,-0.4242550762569291,0,0.065,11,21,4,146,-1.5187514435683631,0,2,5,10,76,5,68,1.4336104769718463,0,45,79.5,7,106,8,61,0.7776043179066385,0
0.23330301511274984,-0.15054297245353737,-0.3065309667528301,0.18290920855365017,-0.249469569493217,0,0.065,11,21,4,146,-1.5187514435683631,0,1.5,5,10,76,4,68,1.7294611345837803,1,45,93,7,91,8,76,0.08623293806289249,0
0.23330301511274984,-0.2255473267523934,-0.3065309667528301,0.18290920855365017,-0.249469569493217,0,0.065,11,21,4,146,-1.5187514435683631,0,1,5,15,32,0,112,2.0428480967650757,1,45,93,7,91,8,76,0.08623293806289249,0
0.2583023441074294,-0.19351529154736796,-0.25520372953954723,0.2224061800853355,-0.17906955802310015,0,0.065,11,21,4,146,-1.5187514435683631,0,1,5,14,32,1,112,1.4137373160008186,0,45,93,7,91,8,76,0.08623293806289249,0
0.3103550776174685,-0.13035773414998372,-0.47420854420892894,0.24771906319574505,-0.40969763716716995,0.005,0.065,7,98,8,69,0.40241753686436244,0,2,5,10,76,5,68,1.4336104769718463,0,44,79.5,7,105,8,62,0.7295683121739163,0
0.2063194162746604,-0.2255473267523934,-0.25520372953954723,0.161814335451361,-0.20286181148871588,0,0.065,11,21,4,146,-1.5187514435683631,0,1,5,15,32,0,112,2.0428480967650757,1,45,93,7,91,8,76,0.08623293806289249,0
0.27400385052479814,-0.08360050972854946,-0.4952893598944425,0.20203344567873324,-0.44664852245681474,0.005,0.065,7,98,8,69,0.40241753686436244,0,3,5,11,78,3,66,2.3395877734894728,1,44,79.5,7,105,8,62,0.7295683121739163,0
0.23330301511274984,-0.037204817758851094,-0.46285680676091917,0.15729747414388698,-0.4242550762569291,0,0.065,11,21,4,146,-1.5187514435683631,0,2,5,10,76,5,68,1.4336104769718463,0,45,79.5,7,106,8,61,0.7776043179066385,0
0.2583023441074294,-0.006407307381571132,-0.4057390440621547,0.19536673960145134,-0.3515248053354657,0,0.065,11,21,4,146,-1.5187514435683631,0,2,5,9,76,6,68,0.9423852496838361,0,45,87,7,96,8,71,0.311244149864727,0
0.27400279200049144,-0.006407307381571132,-0.44230279808798473,0.20875106673342608,-0.38687566829773734,0,0.065,11,21,4,146,-1.5187514435683631,0,2,5,9,76,6,68,0.9423852496838361,0,45,79.5,7,106,8,61,0.7776043179066385,0
0.3103550776174685,-0.05043199771806077,-0.47420854420892894,0.24771906319574505,-0.40969763716716995,0.005,0.065,7,98,8,69,0.40241753686436244,0,3,5,10,78,4,66,1.8298658783057207,1,44,79.5,7,105,8,62,0.7295683121739163,0
0.27400279200049144,-0.006407307381571132,-0.44230279808798473,0.20875106673342608,-0.38687566829773734,0,0.065,11,21,4,146,-1.5187514435683631,0,2,5,9,76,6,68,0.9423852496838361,0,45,79.5,7,106,8,61,0.7776043179066385,0
0.25017266745799943,0.024330424797576036,-0.6107978234995002,0.16166089654480045,-0.5816638368147075,0.005,0.065,7,98,8,69,0.40241753686436244,0,3,5,11,78,4,66,2.0281769504065172,1,44,74.5,7,112,8,55,1.0749884638704517,0
0.2583023441074294,-0.19351529154736796,-0.25520372953954723,0.2224061800853355,-0.17906955802310015,0,0.065,11,21,4,146,-1.5187514435683631,0,1,5,14,32,1,112,1.4137373160008186,0,45,93,7,91,8,76,0.08623293806289249,0
0.2583033750424574,-0.16180176074509559,-0.45721828167840045,0.18804163612588837,-0.40938051882836424,0.005,0.065,7,98,8,69,0.40241753686436244,0,2,5,11,76,4,68,1.9248294351527306,1,44,87,7,95,8,72,0.26594368215528474,0
0.25017266745799943,-0.16180176074509559,-0.43675302969429997,0.18114092258267125,-0.3894016928882012,0.005,0.065,7,98,8,69,0.40241753686436244,0,2,5,11,76,4,68,1.9248294351527306,1,44,87,7,95,8,72,0.26594368215528474,0
0.22454394439265235,-0.15054297245353737,-0.28812846290706223,0.17625688354072766,-0.2323365173809299,0,0.065,11,21,4,146,-1.5187514435683631,0,1.5,5,10,76,4,68,1.7294611345837803,1,45,93,7,91,8,76,0.08623293806289249,0
0.2063194162746604,-0.15054297245353737,-0.25520372953954723,0.161814335451361,-0.20286181148871588,0,0.065,11,21,4,146,-1.5187514435683631,0,1.5,5,10,76,4,68,1.7294611345837803,1,45,93,7,91,8,76,0.08623293806289249,0
0.2063194162746604,-0.2255473267523934,-0.25520372953954723,0.161814335451361,-0.20286181148871588,0,0.065,11,21,4,146,-1.5187514435683631,0,1,5,15,32,0,112,2.0428480967650757,1,45,93,7,91,8,76,0.08623293806289249,0
0.21555352695387514,-0.2255473267523934,-0.273229664386001,0.1687738930274861,-0.21931023061494515,0,0.065,11,21,4,146,-1.5187514435683631,0,1,5,15,32,0,112,2.0428480967650757,1,45,93,7,91,8,76,0.08623293806289249,0
0.29627517105513707,-0.05043199771806077,-0.43675302969429997,0.2358625675677593,-0.37200207308858757,0.005,0.065,7,98,8,69,0.40241753686436244,0,3,5,10,78,4,66,1.8298658783057207,1,44,87,7,95,8,72,0.26594368215528474,0
0.2662441658874977,0.024330424797576036,-0.6541838516427737,0.17796518050517807,-0.6255765792966609,0.005,0.065,7,98,8,69,0.40241753686436244,0,3,5,11,78,4,66,2.0281769504065172,1,44,67,8,123,7,44,2.216180743041583,1
0.2063194162746604,-0.2255473267523934,-0.25520372953954723,0.161814335451361,-0.20286181148871588,0,0.065,11,21,4,146,-1.5187514435683631,0,1,5,15,32,0,112,2.0428480967650757,1,45,93,7,91,8,76,0.08623293806289249,0
0.2583033750424574,-0.08360050972854946,-0.45721828167840045,0.18804163612588837,-0.40938051882836424,0.005,0.065,7,98,8,69,0.40241753686436244,0,3,5,11,78,3,66,2.3395877734894728,1,44,87,7,95,8,72,0.26594368215528474,0
0.23330301511274984,-0.15054297245353737,-0.3065309667528301,0.18290920855365017,-0.249469569493217,0,0.065,11,21,4,146,-1.5187514435683631,0,1.5,5,10,76,4,68,1.7294611345837803,1,45,93,7,91,8,76,0.08623293806289249,0
0.2583033750424574,0.024330424797576036,-0.6344562625827647,0.16969898347927964,-0.6056572140878274,0.005,0.065,7,98,8,69,0.40241753686436244,0,3,5,11,78,4,66,2.0281769504065172,1,44,74.5,7,112,8,55,1.0749884638704517,0
0.22454394439265235,-0.15054297245353737,-0.28812846290706223,0.17625688354072766,-0.2323365173809299,0,0.065,11,21,4,146,-1.5187514435683631,0,1.5,5,10,76,4,68,1.7294611345837803,1,45,93,7,91,8,76,0.08623293806289249,0
0.27400279200049144,-0.19351529154736796,-0.28812846290706223,0.23402143338321088,-0.20991897754148853,0,0.065,11,21,4,146,-1.5187514435683631,0,1,5,14,32,1,112,1.4137373160008186,0,45,93,7,91,8,76,0.08623293806289249,0
0.2063194162746604,-0.15054297245353737,-0.25520372953954723,0.161814335451361,-0.20286181148871588,0,0.065,11,21,4,146,-1.5187514435683631,0,1.5,5,10,76,4,68,1.7294611345837803,1,45,93,7,91,8,76,0.08623293806289249,0
0.2583033750424574,-0.16180176074509559,-0.45721828167840045,0.18804163612588837,-0.40938051882836424,0.005,0.065,7,98,8,69,0.40241753686436244,0,2,5,11,76,4,68,1.9248294351527306,1,44,87,7,95,8,72,0.26594368215528474,0
0.2583033750424574,-0.16180176074509559,-0.45721828167840045,0.18804163612588837,-0.40938051882836424,0.005,0.065,7,98,8,69,0.40241753686436244,0,2,5,11,76,4,68,1.9248294351527306,1,44,87,7,95,8,72,0.26594368215528474,0
0.3103550776174685,-0.13035773414998372,-0.47420854420892894,0.24771906319574505,-0.40969763716716995,0.005,0.065,7,98,8,69,0.40241753686436244,0,2,5,10,76,5,68,1.4336104769718463,0,44,79.5,7,105,8,62,0.7295683121739163,0
0.3103550776174685,-0.13035773414998372,-0.47420854420892894,0.24771906319574505,-0.40969763716716995,0.005,0.065,7,98,8,69,0.40241753686436244,0,2,5,10,76,5,68,1.4336104769718463,0,44,79.5,7,105,8,62,0.7295683121739163,0
0.2583023441074294,-0.11695310729761366,-0.25520372953954723,0.2224061800853355,-0.17906955802310015,0,0.065,11,21,4,146,-1.5187514435683631,0,1.5,5,9,76,5,68,1.2194215061823916,0,45,93,7,91,8,76,0.08623293806289249,0
0.27400279200049144,-0.006407307381571132,-0.44230279808798473,0.20875106673342608,-0.38687566829773734,0,0.065,11,21,4,146,-1.5187514435683631,0,2,5,9,76,6,68,0.9423852496838361,0,45,79.5,7,106,8,61,0.7776043179066385,0
0.29627517105513707,-0.13035773414998372,-0.43675302969429997,0.2358625675677593,-0.37200207308858757,0.005,0.065,7,98,8,69,0.40241753686436244,0,2,5,10,76,5,68,1.4336104769718463,0,44,87,7,95,8,72,0.26594368215528474,0
0.23330301511274984,-0.037204817758851094,-0.46285680676091917,0.15729747414388698,-0.4242550762569291,0,0.065,11,21,4,146,-1.5187514435683631,0,2,5,10,76,5,68,1.4336104769718463,0,45,79.5,7,106,8,61,0.7776043179066385,0
0.3103550776174685,-0.13035773414998372,-0.47420854420892894,0.24771906319574505,-0.40969763716716995,0.005,0.065,7,98,8,69,0.40241753686436244,0,2,5,10,76,5,68,1.4336104769718463,0,44,79.5,7,105,8,62,0.7295683121739163,0
0.29627517105513707,0.0550473238485674,-0.6107978234995002,0.2175044873298092,-0.5699551206676032,0.005,0.065,7,98,8,69,0.40241753686436244,0,3,5,10,78,5,66,1.537228253665702,0,44,74.5,7,112,8,55,1.0749884638704517,0
0.2583033750424574,-0.16180176074509559,-0.45721828167840045,0.18804163612588837,-0.40938051882836424,0.005,0.065,7,98,8,69,0.40241753686436244,0,2,5,11,76,4,68,1.9248294351527306,1,44,87,7,95,8,72,0.26594368215528474,0
0.23330301511274984,-0.15054297245353737,-0.3065309667528301,0.18290920855365017,-0.249469569493217,0,0.065,11,21,4,146,-1.5187514435683631,0,1.5,5,10,76,4,68,1.7294611345837803,1,45,93,7,91,8,76,0.08623293806289249,0
0.23330301511274984,-0.037204817758851094,-0.46285680676091917,0.15729747414388698,-0.4242550762569291,0,0.065,11,21,4,146,-1.5187514435683631,0,2,5,10,76,5,68,1.4336104769718463,0,45,79.5,7,106,8,61,0.7776043179066385,0
0.2583023441074294,-0.11695310729761366,-0.25520372953954723,0.2224061800853355,-0.17906955802310015,0,0.065,11,21,4,146,-1.5187514435683631,0,1.5,5,9,76,5,68,1.2194215061823916,0,45,93,7,91,8,76,0.08623293806289249,0
0.25017266745799943,-0.08360050972854946,-0.43675302969429997,0.18114092258267125,-0.3894016928882012,0.005,0.065,7,98,8,69,0.40241753686436244,0,3,5,11,78,3,66,2.3395877734894728,1,44,87,7,95,8,72,0.26594368215528474,0
