Velocity,Substrate,Depth,Velocity_full,Depth_full,Velocity_25,Velocity_75,Velocity_25_Suit_Used,Velocity_25_UnSuit_Avail,Velocity_25_UnSuit_Used,Velocity_25_Suit_Avail,t_stat_50_Velocity,p_50_Velocity,Substrate_25,Substrate_75,Substrate_25_Suit_Used,Substrate_25_UnSuit_Avail,Substrate_25_UnSuit_Used,Substrate_25_Suit_Avail,t_stat_50_Substrate,p_50_Substrate,Depth_25,Depth_75,Depth_25_Suit_Used,Depth_25_UnSuit_Avail,Depth_25_UnSuit_Used,Depth_25_Suit_Avail,t_stat_50_Depth,p_50_Depth,Velocity_5,Velocity_95,Velocity_5_Suit_Used,Velocity_5_UnSuit_Avail,Velocity_5_UnSuit_Used,Velocity_5_Suit_Avail,t_stat_90_Velocity,p_90_Velocity,Substrate_5,Substrate_95,Substrate_5_Suit_Used,Substrate_5_UnSuit_Avail,Substrate_5_UnSuit_Used,Substrate_5_Suit_Avail,t_stat_90_Substrate,p_90_Substrate,Depth_5,Depth_95,Depth_5_Suit_Used,Depth_5_UnSuit_Avail,Depth_5_UnSuit_Used,Depth_5_Suit_Avail,t_stat_90_Depth,p_90_Depth
0.20908731170745043,0.0724093539487947,0.30534197329805934,0.41807340502355544,0.5216894488189372,0,0.045,5,31,2,96,-0.24882017198560047,0,4,5,4,62,1,55,1.4456495013878479,0,58.5,129.5,3,86,4,41,0.5799382842111459,0,0,0.11299999999999995,6,4,1,123,-1.5134108945168683,0,2.4,5,4,58,1,59,1.2958412629020606,0,16.900000000000002,151,6,1,1,126,-2.8673506169079213,0
0.20908731170745043,0.0724093539487947,0.30534197329805934,0.41807340502355544,0.5216894488189372,0,0.045,5,31,2,96,-0.24882017198560047,0,4,5,4,62,1,55,1.4456495013878479,0,58.5,129.5,3,86,4,41,0.5799382842111459,0,0,0.11299999999999995,6,4,1,123,-1.5134108945168683,0,2.4,5,4,58,1,59,1.2958412629020606,0,16.900000000000002,151,6,1,1,126,-2.8673506169079213,0
0.2367477194709678,0.07240927265729534,0.3328454725314894,0.4720423953789168,0.5866358034136467,0.005,0.045,3,85,4,42,0.5337274151461052,0,4,5,5,62,1,55,1.73611416361148,1,58.5,121,3,87,4,40,0.6268562618707814,0,0,0.11299999999999995,6,4,1,123,-1.5134108945168683,0,1.75,5,5,47,1,70,1.1511096467337154,0,16.900000000000002,145.89999999999998,5,24,2,103,-0.6300883041503144,0
0.20908731170745043,0.0724093539487947,0.30534197329805934,0.41807340502355544,0.5216894488189372,0,0.045,5,31,2,96,-0.24882017198560047,0,4,5,4,62,1,55,1.4456495013878479,0,58.5,129.5,3,86,4,41,0.5799382842111459,0,0,0.11299999999999995,6,4,1,123,-1.5134108945168683,0,2.4,5,4,58,1,59,1.2958412629020606,0,16.900000000000002,151,6,1,1,126,-2.8673506169079213,0
-0.17254518471240182,0.07240927265729534,0.37912701009437927,0.027914074564874516,0.39039218492481625,0.005,0.035,3,93,4,34,0.9267248889886649,0,4,5,5,62,1,55,1.73611416361148,1,67,121,3,103,4,24,1.5385348965217573,0,0,0.047,6,31,1,96,0.611602079097368,0,1.75,5,5,47,1,70,1.1511096467337154,0,22.000000000000004,145.89999999999998,5,28,2,99,-0.4031365875089974,0
0.20908731170745043,0.0724093539487947,0.30534197329805934,0.41807340502355544,0.5216894488189372,0,0.045,5,31,2,96,-0.24882017198560047,0,4,5,4,62,1,55,1.4456495013878479,0,58.5,129.5,3,86,4,41,0.5799382842111459,0,0,0.11299999999999995,6,4,1,123,-1.5134108945168683,0,2.4,5,4,58,1,59,1.2958412629020606,0,16.900000000000002,151,6,1,1,126,-2.8673506169079213,0
0.20908731170745043,-0.09270952596700513,0.13623332695959045,0.3135943887648088,0.28552936890104397,0,0.045,5,31,2,96,-0.24882017198560047,0,2.5,4.75,2,89,4,28,0.5230290771026974,0,58.5,100,3,91,4,36,0.8228053802396638,0,0,0.11299999999999995,6,4,1,123,-1.5134108945168683,0,2,5,6,47,0,70,1.9750467631423796,1,16.900000000000002,138.09999999999997,5,24,2,103,-0.6300883041503144,0
0.20908731170745043,-0.1746764309885618,0.21537064139231907,0.35930800312495503,0.39296855394659463,0,0.045,5,31,2,96,-0.24882017198560047,0,2.5,4.75,2,89,4,28,0.5230290771026974,0,58.5,104,3,91,4,36,0.8228053802396638,0,0,0.11299999999999995,6,4,1,123,-1.5134108945168683,0,1.25,5,5,47,1,70,1.1511096467337154,0,16.900000000000002,138.09999999999997,5,24,2,103,-0.6300883041503144,0
0.2367477194709678,0.07240927265729534,0.3328454725314894,0.4720423953789168,0.5866358034136467,0.005,0.045,3,85,4,42,0.5337274151461052,0,4,5,5,62,1,55,1.73611416361148,1,58.5,121,3,87,4,40,0.6268562618707814,0,0,0.11299999999999995,6,4,1,123,-1.5134108945168683,0,1.75,5,5,47,1,70,1.1511096467337154,0,16.900000000000002,145.89999999999998,5,24,2,103,-0.6300883041503144,0
-0.22864682876413983,-0.09270952596700513,0.1864677370756255,-0.16607622312860773,0.12780441446193938,0,0.035,5,39,2,88,0.1194597817628036,0,2.5,4.75,2,89,4,28,0.5230290771026974,0,67,100,3,107,4,20,1.851796052071433,1,0,0.047,6,31,1,96,0.611602079097368,0,2,5,6,47,0,70,1.9750467631423796,1,22.000000000000004,138.09999999999997,5,28,2,99,-0.4031365875089974,0
0.2367477194709678,0.07240927265729534,0.3328454725314894,0.4720423953789168,0.5866358034136467,0.005,0.045,3,85,4,42,0.5337274151461052,0,4,5,5,62,1,55,1.73611416361148,1,58.5,121,3,87,4,40,0.6268562618707814,0,0,0.11299999999999995,6,4,1,123,-1.5134108945168683,0,1.75,5,5,47,1,70,1.1511096467337154,0,16.900000000000002,145.89999999999998,5,24,2,103,-0.6300883041503144,0
-0.22864682876413983,-0.1746764309885618,0.2635897642308349,-0.11669069250431453,0.22082549767732396,0,0.035,5,39,2,88,0.1194597817628036,0,2.5,4.75,2,89,4,28,0.5230290771026974,0,67,104,3,107,4,20,1.851796052071433,1,0,0.047,6,31,1,96,0.611602079097368,0,1.25,5,5,47,1,70,1.1511096467337154,0,22.000000000000004,138.09999999999997,5,28,2,99,-0.4031365875089974,0
0.20908731170745043,-0.027049745649841476,0.3791260378229126,0.4722651020740467,0.6336551829422555,0,0.045,5,31,2,96,-0.24882017198560047,0,4,5,4,62,1,55,1.4456495013878479,0,58.5,129.5,3,86,4,41,0.5799382842111459,0,0,0.11299999999999995,6,4,1,123,-1.5134108945168683,0,1.5999999999999999,5,4,47,1,70,0.9041646241219944,0,16.900000000000002,151,6,1,1,126,-2.8673506169079213,0
-0.22864682876413983,-0.1746764309885618,0.2635897642308349,-0.11669069250431453,0.22082549767732396,0,0.035,5,39,2,88,0.1194597817628036,0,2.5,4.75,2,89,4,28,0.5230290771026974,0,67,104,3,107,4,20,1.851796052071433,1,0,0.047,6,31,1,96,0.611602079097368,0,1.25,5,5,47,1,70,1.1511096467337154,0,22.000000000000004,138.09999999999997,5,28,2,99,-0.4031365875089974,0
0.20908731170745043,-0.09270952596700513,0.13623332695959045,0.3135943887648088,0.28552936890104397,0,0.045,5,31,2,96,-0.24882017198560047,0,2.5,4.75,2,89,4,28,0.5230290771026974,0,58.5,100,3,91,4,36,0.8228053802396638,0,0,0.11299999999999995,6,4,1,123,-1.5134108945168683,0,2,5,6,47,0,70,1.9750467631423796,1,16.900000000000002,138.09999999999997,5,24,2,103,-0.6300883041503144,0
-0.22864682876413983,-0.027049745649841476,0.4249821037379059,0.0015013308524795847,0.4255804443813706,0,0.035,5,39,2,88,0.1194597817628036,0,4,5,4,62,1,55,1.4456495013878479,0,67,129.5,3,102,4,25,1.4680362874591666,0,0,0.047,6,31,1,96,0.611602079097368,0,1.5999999999999999,5,4,47,1,70,0.9041646241219944,0,22.000000000000004,151,6,5,1,122,-1.2888688750714168,0
-0.22864682876413983,-0.1746764309885618,0.2635897642308349,-0.11669069250431453,0.22082549767732396,0,0.035,5,39,2,88,0.1194597817628036,0,2.5,4.75,2,89,4,28,0.5230290771026974,0,67,104,3,107,4,20,1.851796052071433,1,0,0.047,6,31,1,96,0.611602079097368,0,1.25,5,5,47,1,70,1.1511096467337154,0,22.000000000000004,138.09999999999997,5,28,2,99,-0.4031365875089974,0
0.2367477194709678,0.07240927265729534,0.3328454725314894,0.4720423953789168,0.5866358034136467,0.005,0.045,3,85,4,42,0.5337274151461052,0,4,5,5,62,1,55,1.73611416361148,1,58.5,121,3,87,4,40,0.6268562618707814,0,0,0.11299999999999995,6,4,1,123,-1.5134108945168683,0,1.75,5,5,47,1,70,1.1511096467337154,0,16.900000000000002,145.89999999999998,5,24,2,103,-0.6300883041503144,0
-0.17254518471240182,0.07240927265729534,0.37912701009437927,0.027914074564874516,0.39039218492481625,0.005,0.035,3,93,4,34,0.9267248889886649,0,4,5,5,62,1,55,1.73611416361148,1,67,121,3,103,4,24,1.5385348965217573,0,0,0.047,6,31,1,96,0.611602079097368,0,1.75,5,5,47,1,70,1.1511096467337154,0,22.000000000000004,145.89999999999998,5,28,2,99,-0.4031365875089974,0
0.20908731170745043,-0.09270952596700513,0.13623332695959045,0.3135943887648088,0.28552936890104397,0,0.045,5,31,2,96,-0.24882017198560047,0,2.5,4.75,2,89,4,28,0.5230290771026974,0,58.5,100,3,91,4,36,0.8228053802396638,0,0,0.11299999999999995,6,4,1,123,-1.5134108945168683,0,2,5,6,47,0,70,1.9750467631423796,1,16.900000000000002,138.09999999999997,5,24,2,103,-0.6300883041503144,0
-0.17254518471240182,0.15695228950835205,0.30534274951516915,-0.025319072107452833,0.2955094627621702,0.005,0.035,3,93,4,34,0.9267248889886649,0,4,5,5,62,1,55,1.73611416361148,1,67,121,3,103,4,24,1.5385348965217573,0,0,0.047,6,31,1,96,0.611602079097368,0,2.5,5,5,58,1,59,1.5735479689417242,0,22.000000000000004,145.89999999999998,5,28,2,99,-0.4031365875089974,0
-0.22864682876413983,-0.027049745649841476,0.4249821037379059,0.0015013308524795847,0.4255804443813706,0,0.035,5,39,2,88,0.1194597817628036,0,4,5,4,62,1,55,1.4456495013878479,0,67,129.5,3,102,4,25,1.4680362874591666,0,0,0.047,6,31,1,96,0.611602079097368,0,1.5999999999999999,5,4,47,1,70,0.9041646241219944,0,22.000000000000004,151,6,5,1,122,-1.2888688750714168,0
0.20908731170745043,0.0724093539487947,0.30534197329805934,0.41807340502355544,0.5216894488189372,0,0.045,5,31,2,96,-0.24882017198560047,0,4,5,4,62,1,55,1.4456495013878479,0,58.5,129.5,3,86,4,41,0.5799382842111459,0,0,0.11299999999999995,6,4,1,123,-1.5134108945168683,0,2.4,5,4,58,1,59,1.2958412629020606,0,16.900000000000002,151,6,1,1,126,-2.8673506169079213,0
0.20908731170745043,0.0724093539487947,0.30534197329805934,0.41807340502355544,0.5216894488189372,0,0.045,5,31,2,96,-0.24882017198560047,0,4,5,4,62,1,55,1.4456495013878479,0,58.5,129.5,3,86,4,41,0.5799382842111459,0,0,0.11299999999999995,6,4,1,123,-1.5134108945168683,0,2.4,5,4,58,1,59,1.2958412629020606,0,16.900000000000002,151,6,1,1,126,-2.8673506169079213,0
-0.22864682876413983,-0.1746764309885618,0.2635897642308349,-0.11669069250431453,0.22082549767732396,0,0.035,5,39,2,88,0.1194597817628036,0,2.5,4.75,2,89,4,28,0.5230290771026974,0,67,104,3,107,4,20,1.851796052071433,1,0,0.047,6,31,1,96,0.611602079097368,0,1.25,5,5,47,1,70,1.1511096467337154,0,22.000000000000004,138.09999999999997,5,28,2,99,-0.4031365875089974,0
0.20908731170745043,0.0724093539487947,0.30534197329805934,0.41807340502355544,0.5216894488189372,0,0.045,5,31,2,96,-0.24882017198560047,0,4,5,4,62,1,55,1.4456495013878479,0,58.5,129.5,3,86,4,41,0.5799382842111459,0,0,0.11299999999999995,6,4,1,123,-1.5134108945168683,0,2.4,5,4,58,1,59,1.2958412629020606,0,16.900000000000002,151,6,1,1,126,-2.8673506169079213,0
-0.17254518471240182,0.15695228950835205,0.30534274951516915,-0.025319072107452833,0.2955094627621702,0.005,0.035,3,93,4,34,0.9267248889886649,0,4,5,5,62,1,55,1.73611416361148,1,67,121,3,103,4,24,1.5385348965217573,0,0,0.047,6,31,1,96,0.611602079097368,0,2.5,5,5,58,1,59,1.5735479689417242,0,22.000000000000004,145.89999999999998,5,28,2,99,-0.4031365875089974,0
0.20908731170745043,-0.027049745649841476,0.3791260378229126,0.4722651020740467,0.6336551829422555,0,0.045,5,31,2,96,-0.24882017198560047,0,4,5,4,62,1,55,1.4456495013878479,0,58.5,129.5,3,86,4,41,0.5799382842111459,0,0,0.11299999999999995,6,4,1,123,-1.5134108945168683,0,1.5999999999999999,5,4,47,1,70,0.9041646241219944,0,16.900000000000002,151,6,1,1,126,-2.8673506169079213,0
-0.22864682876413983,-0.09270952596700513,0.1864677370756255,-0.16607622312860773,0.12780441446193938,0,0.035,5,39,2,88,0.1194597817628036,0,2.5,4.75,2,89,4,28,0.5230290771026974,0,67,100,3,107,4,20,1.851796052071433,1,0,0.047,6,31,1,96,0.611602079097368,0,2,5,6,47,0,70,1.9750467631423796,1,22.000000000000004,138.09999999999997,5,28,2,99,-0.4031365875089974,0
-0.22864682876413983,-0.1746764309885618,0.2635897642308349,-0.11669069250431453,0.22082549767732396,0,0.035,5,39,2,88,0.1194597817628036,0,2.5,4.75,2,89,4,28,0.5230290771026974,0,67,104,3,107,4,20,1.851796052071433,1,0,0.047,6,31,1,96,0.611602079097368,0,1.25,5,5,47,1,70,1.1511096467337154,0,22.000000000000004,138.09999999999997,5,28,2,99,-0.4031365875089974,0
-0.17254518471240182,0.07240927265729534,0.37912701009437927,0.027914074564874516,0.39039218492481625,0.005,0.035,3,93,4,34,0.9267248889886649,0,4,5,5,62,1,55,1.73611416361148,1,67,121,3,103,4,24,1.5385348965217573,0,0,0.047,6,31,1,96,0.611602079097368,0,1.75,5,5,47,1,70,1.1511096467337154,0,22.000000000000004,145.89999999999998,5,28,2,99,-0.4031365875089974,0
0.2367477194709678,0.07240927265729534,0.3328454725314894,0.4720423953789168,0.5866358034136467,0.005,0.045,3,85,4,42,0.5337274151461052,0,4,5,5,62,1,55,1.73611416361148,1,58.5,121,3,87,4,40,0.6268562618707814,0,0,0.11299999999999995,6,4,1,123,-1.5134108945168683,0,1.75,5,5,47,1,70,1.1511096467337154,0,16.900000000000002,145.89999999999998,5,24,2,103,-0.6300883041503144,0
0.20908731170745043,0.0724093539487947,0.30534197329805934,0.41807340502355544,0.5216894488189372,0,0.045,5,31,2,96,-0.24882017198560047,0,4,5,4,62,1,55,1.4456495013878479,0,58.5,129.5,3,86,4,41,0.5799382842111459,0,0,0.11299999999999995,6,4,1,123,-1.5134108945168683,0,2.4,5,4,58,1,59,1.2958412629020606,0,16.900000000000002,151,6,1,1,126,-2.8673506169079213,0
-0.22864682876413983,-0.1746764309885618,0.2635897642308349,-0.11669069250431453,0.22082549767732396,0,0.035,5,39,2,88,0.1194597817628036,0,2.5,4.75,2,89,4,28,0.5230290771026974,0,67,104,3,107,4,20,1.851796052071433,1,0,0.047,6,31,1,96,0.611602079097368,0,1.25,5,5,47,1,70,1.1511096467337154,0,22.000000000000004,138.09999999999997,5,28,2,99,-0.4031365875089974,0
-0.17254518471240182,0.15695228950835205,0.30534274951516915,-0.025319072107452833,0.2955094627621702,0.005,0.035,3,93,4,34,0.9267248889886649,0,4,5,5,62,1,55,1.73611416361148,1,67,121,3,103,4,24,1.5385348965217573,0,0,0.047,6,31,1,96,0.611602079097368,0,2.5,5,5,58,1,59,1.5735479689417242,0,22.000000000000004,145.89999999999998,5,28,2,99,-0.4031365875089974,0
-0.22864682876413983,0.0724093539487947,0.35196614439028495,-0.05448959858272273,0.331084589807624,0,0.035,5,39,2,88,0.1194597817628036,0,4,5,4,62,1,55,1.4456495013878479,0,67,129.5,3,102,4,25,1.4680362874591666,0,0,0.047,6,31,1,96,0.611602079097368,0,2.4,5,4,58,1,59,1.2958412629020606,0,22.000000000000004,151,6,5,1,122,-1.2888688750714168,0
0.2367477194709678,0.15695228950835205,0.25796983972936577,0.4200710181978589,0.47502169436744307,0.005,0.045,3,85,4,42,0.5337274151461052,0,4,5,5,62,1,55,1.73611416361148,1,58.5,121,3,87,4,40,0.6268562618707814,0,0,0.11299999999999995,6,4,1,123,-1.5134108945168683,0,2.5,5,5,58,1,59,1.5735479689417242,0,16.900000000000002,145.89999999999998,5,24,2,103,-0.6300883041503144,0
0.20908731170745043,-0.09270952596700513,0.13623332695959045,0.3135943887648088,0.28552936890104397,0,0.045,5,31,2,96,-0.24882017198560047,0,2.5,4.75,2,89,4,28,0.5230290771026974,0,58.5,100,3,91,4,36,0.8228053802396638,0,0,0.11299999999999995,6,4,1,123,-1.5134108945168683,0,2,5,6,47,0,70,1.9750467631423796,1,16.900000000000002,138.09999999999997,5,24,2,103,-0.6300883041503144,0
0.2367477194709678,0.07240927265729534,0.3328454725314894,0.4720423953789168,0.5866358034136467,0.005,0.045,3,85,4,42,0.5337274151461052,0,4,5,5,62,1,55,1.73611416361148,1,58.5,121,3,87,4,40,0.6268562618707814,0,0,0.11299999999999995,6,4,1,123,-1.5134108945168683,0,1.75,5,5,47,1,70,1.1511096467337154,0,16.900000000000002,145.89999999999998,5,24,2,103,-0.6300883041503144,0
0.20908731170745043,-0.1746764309885618,0.21537064139231907,0.35930800312495503,0.39296855394659463,0,0.045,5,31,2,96,-0.24882017198560047,0,2.5,4.75,2,89,4,28,0.5230290771026974,0,58.5,104,3,91,4,36,0.8228053802396638,0,0,0.11299999999999995,6,4,1,123,-1.5134108945168683,0,1.25,5,5,47,1,70,1.1511096467337154,0,16.900000000000002,138.09999999999997,5,24,2,103,-0.6300883041503144,0
0.20908731170745043,-0.027049745649841476,0.3791260378229126,0.4722651020740467,0.6336551829422555,0,0.045,5,31,2,96,-0.24882017198560047,0,4,5,4,62,1,55,1.4456495013878479,0,58.5,129.5,3,86,4,41,0.5799382842111459,0,0,0.11299999999999995,6,4,1,123,-1.5134108945168683,0,1.5999999999999999,5,4,47,1,70,0.9041646241219944,0,16.900000000000002,151,6,1,1,126,-2.8673506169079213,0
0.2367477194709678,0.07240927265729534,0.3328454725314894,0.4720423953789168,0.5866358034136467,0.005,0.045,3,85,4,42,0.5337274151461052,0,4,5,5,62,1,55,1.73611416361148,1,58.5,121,3,87,4,40,0.6268562618707814,0,0,0.11299999999999995,6,4,1,123,-1.5134108945168683,0,1.75,5,5,47,1,70,1.1511096467337154,0,16.900000000000002,145.89999999999998,5,24,2,103,-0.6300883041503144,0
0.2367477194709678,0.07240927265729534,0.3328454725314894,0.4720423953789168,0.5866358034136467,0.005,0.045,3,85,4,42,0.5337274151461052,0,4,5,5,62,1,55,1.73611416361148,1,58.5,121,3,87,4,40,0.6268562618707814,0,0,0.11299999999999995,6,4,1,123,-1.5134108945168683,0,1.75,5,5,47,1,70,1.1511096467337154,0,16.900000000000002,145.89999999999998,5,24,2,103,-0.6300883041503144,0
0.2367477194709678,0.15695228950835205,0.25796983972936577,0.4200710181978589,0.47502169436744307,0.005,0.045,3,85,4,42,0.5337274151461052,0,4,5,5,62,1,55,1.73611416361148,1,58.5,121,3,87,4,40,0.6268562618707814,0,0,0.11299999999999995,6,4,1,123,-1.5134108945168683,0,2.5,5,5,58,1,59,1.5735479689417242,0,16.900000000000002,145.89999999999998,5,24,2,103,-0.6300883041503144,0
-0.22864682876413983,-0.09270952596700513,0.1864677370756255,-0.16607622312860773,0.12780441446193938,0,0.035,5,39,2,88,0.1194597817628036,0,2.5,4.75,2,89,4,28,0.5230290771026974,0,67,100,3,107,4,20,1.851796052071433,1,0,0.047,6,31,1,96,0.611602079097368,0,2,5,6,47,0,70,1.9750467631423796,1,22.000000000000004,138.09999999999997,5,28,2,99,-0.4031365875089974,0
-0.22864682876413983,-0.09270952596700513,0.1864677370756255,-0.16607622312860773,0.12780441446193938,0,0.035,5,39,2,88,0.1194597817628036,0,2.5,4.75,2,89,4,28,0.5230290771026974,0,67,100,3,107,4,20,1.851796052071433,1,0,0.047,6,31,1,96,0.611602079097368,0,2,5,6,47,0,70,1.9750467631423796,1,22.000000000000004,138.09999999999997,5,28,2,99,-0.4031365875089974,0
0.20908731170745043,-0.1746764309885618,0.21537064139231907,0.35930800312495503,0.39296855394659463,0,0.045,5,31,2,96,-0.24882017198560047,0,2.5,4.75,2,89,4,28,0.5230290771026974,0,58.5,104,3,91,4,36,0.8228053802396638,0,0,0.11299999999999995,6,4,1,123,-1.5134108945168683,0,1.25,5,5,47,1,70,1.1511096467337154,0,16.900000000000002,138.09999999999997,5,24,2,103,-0.6300883041503144,0
-0.22864682876413983,-0.027049745649841476,0.4249821037379059,0.0015013308524795847,0.4255804443813706,0,0.035,5,39,2,88,0.1194597817628036,0,4,5,4,62,1,55,1.4456495013878479,0,67,129.5,3,102,4,25,1.4680362874591666,0,0,0.047,6,31,1,96,0.611602079097368,0,1.5999999999999999,5,4,47,1,70,0.9041646241219944,0,22.000000000000004,151,6,5,1,122,-1.2888688750714168,0
-0.22864682876413983,-0.027049745649841476,0.4249821037379059,0.0015013308524795847,0.4255804443813706,0,0.035,5,39,2,88,0.1194597817628036,0,4,5,4,62,1,55,1.4456495013878479,0,67,129.5,3,102,4,25,1.4680362874591666,0,0,0.047,6,31,1,96,0.611602079097368,0,1.5999999999999999,5,4,47,1,70,0.9041646241219944,0,22.000000000000004,151,6,5,1,122,-1.2888688750714168,0
0.2367477194709678,0.15695228950835205,0.25796983972936577,0.4200710181978589,0.47502169436744307,0.005,0.045,3,85,4,42,0.5337274151461052,0,4,5,5,62,1,55,1.73611416361148,1,58.5,121,3,87,4,40,0.6268562618707814,0,0,0.11299999999999995,6,4,1,123,-1.5134108945168683,0,2.5,5,5,58,1,59,1.5735479689417242,0,16.900000000000002,145.89999999999998,5,24,2,103,-0.6300883041503144,0
0.2367477194709678,0.15695228950835205,0.25796983972936577,0.4200710181978589,0.47502169436744307,0.005,0.045,3,85,4,42,0.5337274151461052,0,4,5,5,62,1,55,1.73611416361148,1,58.5,121,3,87,4,40,0.6268562618707814,0,0,0.11299999999999995,6,4,1,123,-1.5134108945168683,0,2.5,5,5,58,1,59,1.5735479689417242,0,16.900000000000002,145.89999999999998,5,24,2,103,-0.6300883041503144,0
0.2367477194709678,0.07240927265729534,0.3328454725314894,0.4720423953789168,0.5866358034136467,0.005,0.045,3,85,4,42,0.5337274151461052,0,4,5,5,62,1,55,1.73611416361148,1,58.5,121,3,87,4,40,0.6268562618707814,0,0,0.11299999999999995,6,4,1,123,-1.5134108945168683,0,1.75,5,5,47,1,70,1.1511096467337154,0,16.900000000000002,145.89999999999998,5,24,2,103,-0.6300883041503144,0
-0.22864682876413983,-0.027049745649841476,0.4249821037379059,0.0015013308524795847,0.4255804443813706,0,0.035,5,39,2,88,0.1194597817628036,0,4,5,4,62,1,55,1.4456495013878479,0,67,129.5,3,102,4,25,1.4680362874591666,0,0,0.047,6,31,1,96,0.611602079097368,0,1.5999999999999999,5,4,47,1,70,0.9041646241219944,0,22.000000000000004,151,6,5,1,122,-1.2888688750714168,0
-0.17254518471240182,0.07240927265729534,0.37912701009437927,0.027914074564874516,0.39039218492481625,0.005,0.035,3,93,4,34,0.9267248889886649,0,4,5,5,62,1,55,1.73611416361148,1,67,121,3,103,4,24,1.5385348965217573,0,0,0.047,6,31,1,96,0.611602079097368,0,1.75,5,5,47,1,70,1.1511096467337154,0,22.000000000000004,145.89999999999998,5,28,2,99,-0.4031365875089974,0
0.20908731170745043,-0.09270952596700513,0.13623332695959045,0.3135943887648088,0.28552936890104397,0,0.045,5,31,2,96,-0.24882017198560047,0,2.5,4.75,2,89,4,28,0.5230290771026974,0,58.5,100,3,91,4,36,0.8228053802396638,0,0,0.11299999999999995,6,4,1,123,-1.5134108945168683,0,2,5,6,47,0,70,1.9750467631423796,1,16.900000000000002,138.09999999999997,5,24,2,103,-0.6300883041503144,0
0.2367477194709678,0.07240927265729534,0.3328454725314894,0.4720423953789168,0.5866358034136467,0.005,0.045,3,85,4,42,0.5337274151461052,0,4,5,5,62,1,55,1.73611416361148,1,58.5,121,3,87,4,40,0.6268562618707814,0,0,0.11299999999999995,6,4,1,123,-1.5134108945168683,0,1.75,5,5,47,1,70,1.1511096467337154,0,16.900000000000002,145.89999999999998,5,24,2,103,-0.6300883041503144,0
-0.17254518471240182,0.07240927265729534,0.37912701009437927,0.027914074564874516,0.39039218492481625,0.005,0.035,3,93,4,34,0.9267248889886649,0,4,5,5,62,1,55,1.73611416361148,1,67,121,3,103,4,24,1.5385348965217573,0,0,0.047,6,31,1,96,0.611602079097368,0,1.75,5,5,47,1,70,1.1511096467337154,0,22.000000000000004,145.89999999999998,5,28,2,99,-0.4031365875089974,0
0.2367477194709678,0.15695228950835205,0.25796983972936577,0.4200710181978589,0.47502169436744307,0.005,0.045,3,85,4,42,0.5337274151461052,0,4,5,5,62,1,55,1.73611416361148,1,58.5,121,3,87,4,40,0.6268562618707814,0,0,0.11299999999999995,6,4,1,123,-1.5134108945168683,0,2.5,5,5,58,1,59,1.5735479689417242,0,16.900000000000002,145.89999999999998,5,24,2,103,-0.6300883041503144,0
-0.22864682876413983,-0.09270952596700513,0.1864677370756255,-0.16607622312860773,0.12780441446193938,0,0.035,5,39,2,88,0.1194597817628036,0,2.5,4.75,2,89,4,28,0.5230290771026974,0,67,100,3,107,4,20,1.851796052071433,1,0,0.047,6,31,1,96,0.611602079097368,0,2,5,6,47,0,70,1.9750467631423796,1,22.000000000000004,138.09999999999997,5,28,2,99,-0.4031365875089974,0
0.20908731170745043,0.0724093539487947,0.30534197329805934,0.41807340502355544,0.5216894488189372,0,0.045,5,31,2,96,-0.24882017198560047,0,4,5,4,62,1,55,1.4456495013878479,0,58.5,129.5,3,86,4,41,0.5799382842111459,0,0,0.11299999999999995,6,4,1,123,-1.5134108945168683,0,2.4,5,4,58,1,59,1.2958412629020606,0,16.900000000000002,151,6,1,1,126,-2.8673506169079213,0
0.20908731170745043,0.0724093539487947,0.30534197329805934,0.41807340502355544,0.5216894488189372,0,0.045,5,31,2,96,-0.24882017198560047,0,4,5,4,62,1,55,1.4456495013878479,0,58.5,129.5,3,86,4,41,0.5799382842111459,0,0,0.11299999999999995,6,4,1,123,-1.5134108945168683,0,2.4,5,4,58,1,59,1.2958412629020606,0,16.900000000000002,151,6,1,1,126,-2.8673506169079213,0
0.20908731170745043,0.0724093539487947,0.30534197329805934,0.41807340502355544,0.5216894488189372,0,0.045,5,31,2,96,-0.24882017198560047,0,4,5,4,62,1,55,1.4456495013878479,0,58.5,129.5,3,86,4,41,0.5799382842111459,0,0,0.11299999999999995,6,4,1,123,-1.5134108945168683,0,2.4,5,4,58,1,59,1.2958412629020606,0,16.900000000000002,151,6,1,1,126,-2.8673506169079213,0
0.20908731170745043,-0.027049745649841476,0.3791260378229126,0.4722651020740467,0.6336551829422555,0,0.045,5,31,2,96,-0.24882017198560047,0,4,5,4,62,1,55,1.4456495013878479,0,58.5,129.5,3,86,4,41,0.5799382842111459,0,0,0.11299999999999995,6,4,1,123,-1.5134108945168683,0,1.5999999999999999,5,4,47,1,70,0.9041646241219944,0,16.900000000000002,151,6,1,1,126,-2.8673506169079213,0
0.20908731170745043,0.0724093539487947,0.30534197329805934,0.41807340502355544,0.5216894488189372,0,0.045,5,31,2,96,-0.24882017198560047,0,4,5,4,62,1,55,1.4456495013878479,0,58.5,129.5,3,86,4,41,0.5799382842111459,0,0,0.11299999999999995,6,4,1,123,-1.5134108945168683,0,2.4,5,4,58,1,59,1.2958412629020606,0,16.900000000000002,151,6,1,1,126,-2.8673506169079213,0
